,model,dataset,question_id,answer_index
3266,Phi-3-mini-128k-instruct,crass,264,1
3267,Phi-3-mini-128k-instruct,crass,265,0
3268,Phi-3-mini-128k-instruct,crass,266,0
3269,Phi-3-mini-128k-instruct,crass,267,0
3270,Phi-3-mini-128k-instruct,crass,268,0
3271,Phi-3-mini-128k-instruct,crass,269,0
3272,Phi-3-mini-128k-instruct,crass,270,0
3273,Phi-3-mini-128k-instruct,crass,271,0
3274,Phi-3-mini-128k-instruct,crass,272,0
3275,Phi-3-mini-128k-instruct,crass,273,0
3276,gemma-1.1-2b-it,crass,0,2
3277,gemma-1.1-2b-it,crass,1,0
3278,gemma-1.1-2b-it,crass,2,0
3279,gemma-1.1-2b-it,crass,3,0
3280,gemma-1.1-2b-it,crass,4,1
3281,gemma-1.1-2b-it,crass,5,2
3282,gemma-1.1-2b-it,crass,6,3
3283,gemma-1.1-2b-it,crass,7,2
3284,gemma-1.1-2b-it,crass,8,1
3285,gemma-1.1-2b-it,crass,9,0
3286,gemma-1.1-2b-it,crass,10,0
3287,gemma-1.1-2b-it,crass,11,0
3288,gemma-1.1-2b-it,crass,12,0
3289,gemma-1.1-2b-it,crass,13,0
3290,gemma-1.1-2b-it,crass,14,1
3291,gemma-1.1-2b-it,crass,15,1
3292,gemma-1.1-2b-it,crass,16,0
3293,gemma-1.1-2b-it,crass,17,0
3294,gemma-1.1-2b-it,crass,18,0
3295,gemma-1.1-2b-it,crass,19,0
3296,gemma-1.1-2b-it,crass,20,3
3297,gemma-1.1-2b-it,crass,21,2
3298,gemma-1.1-2b-it,crass,22,0
3299,gemma-1.1-2b-it,crass,23,3
3300,gemma-1.1-2b-it,crass,24,0
3301,gemma-1.1-2b-it,crass,25,2
3302,gemma-1.1-2b-it,crass,26,0
3303,gemma-1.1-2b-it,crass,27,3
3304,gemma-1.1-2b-it,crass,28,0
3305,gemma-1.1-2b-it,crass,29,0
3306,gemma-1.1-2b-it,crass,30,3
3307,gemma-1.1-2b-it,crass,31,1
3308,gemma-1.1-2b-it,crass,32,3
3309,gemma-1.1-2b-it,crass,33,3
3310,gemma-1.1-2b-it,crass,34,0
3311,gemma-1.1-2b-it,crass,35,0
3312,gemma-1.1-2b-it,crass,36,0
3313,gemma-1.1-2b-it,crass,37,3
3314,gemma-1.1-2b-it,crass,38,0
3315,gemma-1.1-2b-it,crass,39,0
3316,gemma-1.1-2b-it,crass,40,2
3317,gemma-1.1-2b-it,crass,41,1
3318,gemma-1.1-2b-it,crass,42,2
3319,gemma-1.1-2b-it,crass,43,2
3320,gemma-1.1-2b-it,crass,44,1
3321,gemma-1.1-2b-it,crass,45,2
3322,gemma-1.1-2b-it,crass,46,3
3323,gemma-1.1-2b-it,crass,47,3
3324,gemma-1.1-2b-it,crass,48,3
3325,gemma-1.1-2b-it,crass,49,1
3326,gemma-1.1-2b-it,crass,50,0
3327,gemma-1.1-2b-it,crass,51,1
3328,gemma-1.1-2b-it,crass,52,3
3329,gemma-1.1-2b-it,crass,53,2
3330,gemma-1.1-2b-it,crass,54,0
3331,gemma-1.1-2b-it,crass,55,2
3332,gemma-1.1-2b-it,crass,56,3
3333,gemma-1.1-2b-it,crass,57,1
3334,gemma-1.1-2b-it,crass,58,3
3335,gemma-1.1-2b-it,crass,59,0
3336,gemma-1.1-2b-it,crass,60,1
3337,gemma-1.1-2b-it,crass,61,0
3338,gemma-1.1-2b-it,crass,62,2
3339,gemma-1.1-2b-it,crass,63,0
3340,gemma-1.1-2b-it,crass,64,2
3341,gemma-1.1-2b-it,crass,65,2
3342,gemma-1.1-2b-it,crass,66,0
3343,gemma-1.1-2b-it,crass,67,2
3344,gemma-1.1-2b-it,crass,68,0
3345,gemma-1.1-2b-it,crass,69,0
3346,gemma-1.1-2b-it,crass,70,1
3347,gemma-1.1-2b-it,crass,71,0
3348,gemma-1.1-2b-it,crass,72,0
3349,gemma-1.1-2b-it,crass,73,1
3350,gemma-1.1-2b-it,crass,74,1
3351,gemma-1.1-2b-it,crass,75,2
3352,gemma-1.1-2b-it,crass,76,2
3353,gemma-1.1-2b-it,crass,77,0
3354,gemma-1.1-2b-it,crass,78,3
3355,gemma-1.1-2b-it,crass,79,0
3356,gemma-1.1-2b-it,crass,80,2
3357,gemma-1.1-2b-it,crass,81,0
3358,gemma-1.1-2b-it,crass,82,0
3359,gemma-1.1-2b-it,crass,83,2
3360,gemma-1.1-2b-it,crass,84,0
3361,gemma-1.1-2b-it,crass,85,2
3362,gemma-1.1-2b-it,crass,86,0
3363,gemma-1.1-2b-it,crass,87,0
3364,gemma-1.1-2b-it,crass,88,2
3365,gemma-1.1-2b-it,crass,89,0
3366,gemma-1.1-2b-it,crass,90,0
3367,gemma-1.1-2b-it,crass,91,1
3368,gemma-1.1-2b-it,crass,92,1
3369,gemma-1.1-2b-it,crass,93,0
3370,gemma-1.1-2b-it,crass,94,0
3371,gemma-1.1-2b-it,crass,95,0
3372,gemma-1.1-2b-it,crass,96,2
3373,gemma-1.1-2b-it,crass,97,0
3374,gemma-1.1-2b-it,crass,98,2
3375,gemma-1.1-2b-it,crass,99,1
3376,gemma-1.1-2b-it,crass,100,2
3377,gemma-1.1-2b-it,crass,101,1
3378,gemma-1.1-2b-it,crass,102,2
3379,gemma-1.1-2b-it,crass,103,0
3380,gemma-1.1-2b-it,crass,104,1
3381,gemma-1.1-2b-it,crass,105,0
3382,gemma-1.1-2b-it,crass,106,2
3383,gemma-1.1-2b-it,crass,107,1
3384,gemma-1.1-2b-it,crass,108,0
3385,gemma-1.1-2b-it,crass,109,0
3386,gemma-1.1-2b-it,crass,110,0
3387,gemma-1.1-2b-it,crass,111,1
3388,gemma-1.1-2b-it,crass,112,0
3389,gemma-1.1-2b-it,crass,114,1
3390,gemma-1.1-2b-it,crass,115,2
3391,gemma-1.1-2b-it,crass,116,0
3392,gemma-1.1-2b-it,crass,117,1
3393,gemma-1.1-2b-it,crass,118,0
3394,gemma-1.1-2b-it,crass,119,0
3395,gemma-1.1-2b-it,crass,120,1
3396,gemma-1.1-2b-it,crass,121,0
3397,gemma-1.1-2b-it,crass,122,0
3398,gemma-1.1-2b-it,crass,123,0
3399,gemma-1.1-2b-it,crass,124,0
3400,gemma-1.1-2b-it,crass,125,0
3401,gemma-1.1-2b-it,crass,126,1
3402,gemma-1.1-2b-it,crass,127,1
3403,gemma-1.1-2b-it,crass,128,1
3404,gemma-1.1-2b-it,crass,129,0
3405,gemma-1.1-2b-it,crass,130,1
3406,gemma-1.1-2b-it,crass,131,0
3407,gemma-1.1-2b-it,crass,132,1
3408,gemma-1.1-2b-it,crass,133,2
3409,gemma-1.1-2b-it,crass,134,2
3410,gemma-1.1-2b-it,crass,135,2
3411,gemma-1.1-2b-it,crass,136,1
3412,gemma-1.1-2b-it,crass,137,1
3413,gemma-1.1-2b-it,crass,138,0
3414,gemma-1.1-2b-it,crass,139,0
3415,gemma-1.1-2b-it,crass,140,2
3416,gemma-1.1-2b-it,crass,141,0
3417,gemma-1.1-2b-it,crass,142,1
3418,gemma-1.1-2b-it,crass,143,2
3419,gemma-1.1-2b-it,crass,144,0
3420,gemma-1.1-2b-it,crass,145,1
3421,gemma-1.1-2b-it,crass,146,1
3422,gemma-1.1-2b-it,crass,147,1
3423,gemma-1.1-2b-it,crass,148,0
3424,gemma-1.1-2b-it,crass,149,0
3425,gemma-1.1-2b-it,crass,150,2
3426,gemma-1.1-2b-it,crass,151,2
3427,gemma-1.1-2b-it,crass,152,2
3428,gemma-1.1-2b-it,crass,153,1
3429,gemma-1.1-2b-it,crass,154,1
3430,gemma-1.1-2b-it,crass,155,0
3431,gemma-1.1-2b-it,crass,156,0
3432,gemma-1.1-2b-it,crass,157,2
3433,gemma-1.1-2b-it,crass,158,1
3434,gemma-1.1-2b-it,crass,159,2
3435,gemma-1.1-2b-it,crass,160,0
3436,gemma-1.1-2b-it,crass,161,0
3437,gemma-1.1-2b-it,crass,162,2
3438,gemma-1.1-2b-it,crass,163,0
3439,gemma-1.1-2b-it,crass,164,2
3440,gemma-1.1-2b-it,crass,165,0
3441,gemma-1.1-2b-it,crass,166,1
3442,gemma-1.1-2b-it,crass,167,0
3443,gemma-1.1-2b-it,crass,168,1
3444,gemma-1.1-2b-it,crass,169,1
3445,gemma-1.1-2b-it,crass,170,0
3446,gemma-1.1-2b-it,crass,171,1
3447,gemma-1.1-2b-it,crass,172,1
3448,gemma-1.1-2b-it,crass,173,0
3449,gemma-1.1-2b-it,crass,174,1
3450,gemma-1.1-2b-it,crass,175,0
3451,gemma-1.1-2b-it,crass,176,0
3452,gemma-1.1-2b-it,crass,177,2
3453,gemma-1.1-2b-it,crass,178,2
3454,gemma-1.1-2b-it,crass,179,2
3455,gemma-1.1-2b-it,crass,180,0
3456,gemma-1.1-2b-it,crass,181,0
3457,gemma-1.1-2b-it,crass,182,2
3458,gemma-1.1-2b-it,crass,183,0
3459,gemma-1.1-2b-it,crass,184,2
3460,gemma-1.1-2b-it,crass,185,2
3461,gemma-1.1-2b-it,crass,186,1
3462,gemma-1.1-2b-it,crass,187,1
3463,gemma-1.1-2b-it,crass,188,2
3464,gemma-1.1-2b-it,crass,189,0
3465,gemma-1.1-2b-it,crass,190,2
3466,gemma-1.1-2b-it,crass,191,2
3467,gemma-1.1-2b-it,crass,192,2
3468,gemma-1.1-2b-it,crass,193,0
3469,gemma-1.1-2b-it,crass,194,0
3470,gemma-1.1-2b-it,crass,195,0
3471,gemma-1.1-2b-it,crass,196,0
3472,gemma-1.1-2b-it,crass,197,2
3473,gemma-1.1-2b-it,crass,198,0
3474,gemma-1.1-2b-it,crass,199,0
3475,gemma-1.1-2b-it,crass,200,0
3476,gemma-1.1-2b-it,crass,201,1
3477,gemma-1.1-2b-it,crass,202,0
3478,gemma-1.1-2b-it,crass,203,0
3479,gemma-1.1-2b-it,crass,204,0
3480,gemma-1.1-2b-it,crass,205,2
3481,gemma-1.1-2b-it,crass,206,2
3482,gemma-1.1-2b-it,crass,207,0
3483,gemma-1.1-2b-it,crass,208,2
3484,gemma-1.1-2b-it,crass,209,0
3485,gemma-1.1-2b-it,crass,210,0
3486,gemma-1.1-2b-it,crass,211,0
3487,gemma-1.1-2b-it,crass,212,2
3488,gemma-1.1-2b-it,crass,213,0
3489,gemma-1.1-2b-it,crass,214,0
3490,gemma-1.1-2b-it,crass,215,0
3491,gemma-1.1-2b-it,crass,216,0
3492,gemma-1.1-2b-it,crass,217,2
3493,gemma-1.1-2b-it,crass,218,0
3494,gemma-1.1-2b-it,crass,219,2
3495,gemma-1.1-2b-it,crass,220,2
3496,gemma-1.1-2b-it,crass,221,0
3497,gemma-1.1-2b-it,crass,222,0
3498,gemma-1.1-2b-it,crass,223,0
3499,gemma-1.1-2b-it,crass,224,1
3500,gemma-1.1-2b-it,crass,225,0
3501,gemma-1.1-2b-it,crass,226,0
3502,gemma-1.1-2b-it,crass,227,0
3503,gemma-1.1-2b-it,crass,228,0
3504,gemma-1.1-2b-it,crass,229,2
3505,gemma-1.1-2b-it,crass,230,0
3506,gemma-1.1-2b-it,crass,231,1
3507,gemma-1.1-2b-it,crass,232,0
3508,gemma-1.1-2b-it,crass,233,2
3509,gemma-1.1-2b-it,crass,234,0
3510,gemma-1.1-2b-it,crass,235,0
3511,gemma-1.1-2b-it,crass,236,0
3512,gemma-1.1-2b-it,crass,237,2
3513,gemma-1.1-2b-it,crass,238,0
3514,gemma-1.1-2b-it,crass,239,0
3515,gemma-1.1-2b-it,crass,240,0
3516,gemma-1.1-2b-it,crass,241,0
3517,gemma-1.1-2b-it,crass,242,0
3518,gemma-1.1-2b-it,crass,243,0
3519,gemma-1.1-2b-it,crass,244,0
3520,gemma-1.1-2b-it,crass,245,0
3521,gemma-1.1-2b-it,crass,246,0
3522,gemma-1.1-2b-it,crass,247,0
3523,gemma-1.1-2b-it,crass,248,0
3524,gemma-1.1-2b-it,crass,249,0
3525,gemma-1.1-2b-it,crass,250,1
3526,gemma-1.1-2b-it,crass,251,1
3527,gemma-1.1-2b-it,crass,252,2
3528,gemma-1.1-2b-it,crass,253,2
3529,gemma-1.1-2b-it,crass,254,0
3530,gemma-1.1-2b-it,crass,255,2
3531,gemma-1.1-2b-it,crass,256,0
3532,gemma-1.1-2b-it,crass,257,0
3533,gemma-1.1-2b-it,crass,258,0
3534,gemma-1.1-2b-it,crass,259,0
3535,gemma-1.1-2b-it,crass,260,0
3536,gemma-1.1-2b-it,crass,261,0
3537,gemma-1.1-2b-it,crass,262,2
3538,gemma-1.1-2b-it,crass,263,2
3539,gemma-1.1-2b-it,crass,264,0
3540,gemma-1.1-2b-it,crass,265,0
3541,gemma-1.1-2b-it,crass,266,0
3542,gemma-1.1-2b-it,crass,267,2
3543,gemma-1.1-2b-it,crass,268,0
3544,gemma-1.1-2b-it,crass,269,0
3545,gemma-1.1-2b-it,crass,270,0
3546,gemma-1.1-2b-it,crass,271,0
3547,gemma-1.1-2b-it,crass,272,0
3548,gemma-1.1-2b-it,crass,273,2
3549,gemma-7b-it,crass,0,0
3550,gemma-7b-it,crass,1,0
3551,gemma-7b-it,crass,2,0
3552,gemma-7b-it,crass,3,0
3553,gemma-7b-it,crass,4,0
3554,gemma-7b-it,crass,5,0
3555,gemma-7b-it,crass,6,0
3556,gemma-7b-it,crass,7,0
3557,gemma-7b-it,crass,8,2
3558,gemma-7b-it,crass,9,0
3559,gemma-7b-it,crass,10,0
3560,gemma-7b-it,crass,11,0
3561,gemma-7b-it,crass,12,0
3562,gemma-7b-it,crass,13,0
3563,gemma-7b-it,crass,14,0
3564,gemma-7b-it,crass,15,0
3565,gemma-7b-it,crass,16,0
3566,gemma-7b-it,crass,17,0
3567,gemma-7b-it,crass,18,0
3568,gemma-7b-it,crass,19,0
3569,gemma-7b-it,crass,20,0
3570,gemma-7b-it,crass,21,1
3571,gemma-7b-it,crass,22,0
3572,gemma-7b-it,crass,23,1
3573,gemma-7b-it,crass,24,1
3574,gemma-7b-it,crass,25,2
3575,gemma-7b-it,crass,26,3
3576,gemma-7b-it,crass,27,0
3577,gemma-7b-it,crass,28,0
3578,gemma-7b-it,crass,29,0
3579,gemma-7b-it,crass,30,0
3580,gemma-7b-it,crass,31,2
3581,gemma-7b-it,crass,32,0
3582,gemma-7b-it,crass,33,1
3583,gemma-7b-it,crass,34,0
3584,gemma-7b-it,crass,35,0
3585,gemma-7b-it,crass,36,0
3586,gemma-7b-it,crass,37,2
3587,gemma-7b-it,crass,38,0
3588,gemma-7b-it,crass,39,1
3589,gemma-7b-it,crass,40,3
3590,gemma-7b-it,crass,41,1
3591,gemma-7b-it,crass,42,0
3592,gemma-7b-it,crass,43,0
3593,gemma-7b-it,crass,44,0
3594,gemma-7b-it,crass,45,1
3595,gemma-7b-it,crass,46,0
3596,gemma-7b-it,crass,47,0
3597,gemma-7b-it,crass,48,0
3598,gemma-7b-it,crass,49,2
3599,gemma-7b-it,crass,50,0
3600,gemma-7b-it,crass,51,0
3601,gemma-7b-it,crass,52,3
3602,gemma-7b-it,crass,53,0
3603,gemma-7b-it,crass,54,2
3604,gemma-7b-it,crass,55,0
3605,gemma-7b-it,crass,56,3
3606,gemma-7b-it,crass,57,0
3607,gemma-7b-it,crass,58,1
3608,gemma-7b-it,crass,59,0
3609,gemma-7b-it,crass,60,3
3610,gemma-7b-it,crass,61,0
3611,gemma-7b-it,crass,62,0
3612,gemma-7b-it,crass,63,0
3613,gemma-7b-it,crass,64,2
3614,gemma-7b-it,crass,65,0
3615,gemma-7b-it,crass,66,0
3616,gemma-7b-it,crass,67,3
3617,gemma-7b-it,crass,68,0
3618,gemma-7b-it,crass,69,1
3619,gemma-7b-it,crass,70,0
3620,gemma-7b-it,crass,71,2
3621,gemma-7b-it,crass,72,0
3622,gemma-7b-it,crass,73,1
3623,gemma-7b-it,crass,74,0
3624,gemma-7b-it,crass,75,0
3625,gemma-7b-it,crass,76,0
3626,gemma-7b-it,crass,77,2
3627,gemma-7b-it,crass,78,1
3628,gemma-7b-it,crass,79,0
3629,gemma-7b-it,crass,80,1
3630,gemma-7b-it,crass,81,0
3631,gemma-7b-it,crass,82,0
3632,gemma-7b-it,crass,83,2
3633,gemma-7b-it,crass,84,0
3634,gemma-7b-it,crass,85,2
3635,gemma-7b-it,crass,86,0
3636,gemma-7b-it,crass,87,0
3637,gemma-7b-it,crass,88,0
3638,gemma-7b-it,crass,89,0
3639,gemma-7b-it,crass,90,0
3640,gemma-7b-it,crass,91,2
3641,gemma-7b-it,crass,92,1
3642,gemma-7b-it,crass,93,0
3643,gemma-7b-it,crass,94,1
3644,gemma-7b-it,crass,95,0
3645,gemma-7b-it,crass,96,1
3646,gemma-7b-it,crass,97,0
3647,gemma-7b-it,crass,98,1
3648,gemma-7b-it,crass,99,0
3649,gemma-7b-it,crass,100,2
3650,gemma-7b-it,crass,101,0
3651,gemma-7b-it,crass,102,0
3652,gemma-7b-it,crass,103,0
3653,gemma-7b-it,crass,104,2
3654,gemma-7b-it,crass,105,0
3655,gemma-7b-it,crass,106,0
3656,gemma-7b-it,crass,107,3
3657,gemma-7b-it,crass,108,1
3658,gemma-7b-it,crass,109,0
3659,gemma-7b-it,crass,110,0
3660,gemma-7b-it,crass,111,0
3661,gemma-7b-it,crass,112,0
3662,gemma-7b-it,crass,114,0
3663,gemma-7b-it,crass,115,1
3664,gemma-7b-it,crass,116,0
3665,gemma-7b-it,crass,117,0
3666,gemma-7b-it,crass,118,0
3667,gemma-7b-it,crass,119,0
3668,gemma-7b-it,crass,120,0
3669,gemma-7b-it,crass,121,0
3670,gemma-7b-it,crass,122,0
3671,gemma-7b-it,crass,123,0
3672,gemma-7b-it,crass,124,0
3673,gemma-7b-it,crass,125,1
3674,gemma-7b-it,crass,126,0
3675,gemma-7b-it,crass,127,2
3676,gemma-7b-it,crass,128,0
3677,gemma-7b-it,crass,129,0
3678,gemma-7b-it,crass,130,0
3679,gemma-7b-it,crass,131,0
3680,gemma-7b-it,crass,132,0
3681,gemma-7b-it,crass,133,0
3682,gemma-7b-it,crass,134,1
3683,gemma-7b-it,crass,135,0
3684,gemma-7b-it,crass,136,0
3685,gemma-7b-it,crass,137,0
3686,gemma-7b-it,crass,138,0
3687,gemma-7b-it,crass,139,0
3688,gemma-7b-it,crass,140,0
3689,gemma-7b-it,crass,141,0
3690,gemma-7b-it,crass,142,0
3691,gemma-7b-it,crass,143,3
3692,gemma-7b-it,crass,144,0
3693,gemma-7b-it,crass,145,0
3694,gemma-7b-it,crass,146,0
3695,gemma-7b-it,crass,147,0
3696,gemma-7b-it,crass,148,0
3697,gemma-7b-it,crass,149,2
3698,gemma-7b-it,crass,150,3
3699,gemma-7b-it,crass,151,0
3700,gemma-7b-it,crass,152,0
3701,gemma-7b-it,crass,153,0
3702,gemma-7b-it,crass,154,0
3703,gemma-7b-it,crass,155,0
3704,gemma-7b-it,crass,156,1
3705,gemma-7b-it,crass,157,0
3706,gemma-7b-it,crass,158,0
3707,gemma-7b-it,crass,159,0
3708,gemma-7b-it,crass,160,1
3709,gemma-7b-it,crass,161,0
3710,gemma-7b-it,crass,162,1
3711,gemma-7b-it,crass,163,0
3712,gemma-7b-it,crass,164,0
3713,gemma-7b-it,crass,165,0
3714,gemma-7b-it,crass,166,0
3715,gemma-7b-it,crass,167,0
3716,gemma-7b-it,crass,168,3
3717,gemma-7b-it,crass,169,0
3718,gemma-7b-it,crass,170,0
3719,gemma-7b-it,crass,171,0
3720,gemma-7b-it,crass,172,2
3721,gemma-7b-it,crass,173,0
3722,gemma-7b-it,crass,174,0
3723,gemma-7b-it,crass,175,0
3724,gemma-7b-it,crass,176,0
3725,gemma-7b-it,crass,177,2
3726,gemma-7b-it,crass,178,0
3727,gemma-7b-it,crass,179,0
3728,gemma-7b-it,crass,180,0
3729,gemma-7b-it,crass,181,0
3730,gemma-7b-it,crass,182,3
3731,gemma-7b-it,crass,183,0
3732,gemma-7b-it,crass,184,0
3733,gemma-7b-it,crass,185,0
3734,gemma-7b-it,crass,186,0
3735,gemma-7b-it,crass,187,0
3736,gemma-7b-it,crass,188,2
3737,gemma-7b-it,crass,189,2
3738,gemma-7b-it,crass,190,0
3739,gemma-7b-it,crass,191,3
3740,gemma-7b-it,crass,192,0
3741,gemma-7b-it,crass,193,0
3742,gemma-7b-it,crass,194,2
3743,gemma-7b-it,crass,195,0
3744,gemma-7b-it,crass,196,0
3745,gemma-7b-it,crass,197,2
3746,gemma-7b-it,crass,198,0
3747,gemma-7b-it,crass,199,0
3748,gemma-7b-it,crass,200,1
3749,gemma-7b-it,crass,201,3
3750,gemma-7b-it,crass,202,1
3751,gemma-7b-it,crass,203,0
3752,gemma-7b-it,crass,204,2
3753,gemma-7b-it,crass,205,3
3754,gemma-7b-it,crass,206,0
3755,gemma-7b-it,crass,207,0
3756,gemma-7b-it,crass,208,0
3757,gemma-7b-it,crass,209,1
3758,gemma-7b-it,crass,210,1
3759,gemma-7b-it,crass,211,0
3760,gemma-7b-it,crass,212,1
3761,gemma-7b-it,crass,213,0
3762,gemma-7b-it,crass,214,0
3763,gemma-7b-it,crass,215,0
3764,gemma-7b-it,crass,216,0
3765,gemma-7b-it,crass,217,0
3766,gemma-7b-it,crass,218,0
3767,gemma-7b-it,crass,219,0
3768,gemma-7b-it,crass,220,2
3769,gemma-7b-it,crass,221,0
3770,gemma-7b-it,crass,222,1
3771,gemma-7b-it,crass,223,0
3772,gemma-7b-it,crass,224,1
3773,gemma-7b-it,crass,225,2
3774,gemma-7b-it,crass,226,0
3775,gemma-7b-it,crass,227,0
3776,gemma-7b-it,crass,228,0
3777,gemma-7b-it,crass,229,0
3778,gemma-7b-it,crass,230,1
3779,gemma-7b-it,crass,231,1
3780,gemma-7b-it,crass,232,1
3781,gemma-7b-it,crass,233,1
3782,gemma-7b-it,crass,234,0
3783,gemma-7b-it,crass,235,0
3784,gemma-7b-it,crass,236,1
3785,gemma-7b-it,crass,237,2
3786,gemma-7b-it,crass,238,1
3787,gemma-7b-it,crass,239,1
3788,gemma-7b-it,crass,240,1
3789,gemma-7b-it,crass,241,2
3790,gemma-7b-it,crass,242,2
3791,gemma-7b-it,crass,243,0
3792,gemma-7b-it,crass,244,1
3793,gemma-7b-it,crass,245,2
3794,gemma-7b-it,crass,246,1
3795,gemma-7b-it,crass,247,3
3796,gemma-7b-it,crass,248,2
3797,gemma-7b-it,crass,249,0
3798,gemma-7b-it,crass,250,0
3799,gemma-7b-it,crass,251,3
3800,gemma-7b-it,crass,252,0
3801,gemma-7b-it,crass,253,0
3802,gemma-7b-it,crass,254,0
3803,gemma-7b-it,crass,255,2
3804,gemma-7b-it,crass,256,0
3805,gemma-7b-it,crass,257,0
3806,gemma-7b-it,crass,258,0
3807,gemma-7b-it,crass,259,3
3808,gemma-7b-it,crass,260,0
3809,gemma-7b-it,crass,261,0
3810,gemma-7b-it,crass,262,0
3811,gemma-7b-it,crass,263,1
3812,gemma-7b-it,crass,264,1
3813,gemma-7b-it,crass,265,3
3814,gemma-7b-it,crass,266,1
3815,gemma-7b-it,crass,267,0
3816,gemma-7b-it,crass,268,0
3817,gemma-7b-it,crass,269,1
3818,gemma-7b-it,crass,270,0
3819,gemma-7b-it,crass,271,0
3820,gemma-7b-it,crass,272,0
3821,gemma-7b-it,crass,273,3
3822,Nemotron-Mini-4B-Instruct,crass,0,0
3823,Nemotron-Mini-4B-Instruct,crass,1,0
3824,Nemotron-Mini-4B-Instruct,crass,2,0
3825,Nemotron-Mini-4B-Instruct,crass,3,0
3826,Nemotron-Mini-4B-Instruct,crass,4,0
3827,Nemotron-Mini-4B-Instruct,crass,5,0
3828,Nemotron-Mini-4B-Instruct,crass,6,0
3829,Nemotron-Mini-4B-Instruct,crass,7,0
3830,Nemotron-Mini-4B-Instruct,crass,8,0
3831,Nemotron-Mini-4B-Instruct,crass,9,0
3832,Nemotron-Mini-4B-Instruct,crass,10,0
3833,Nemotron-Mini-4B-Instruct,crass,11,2
3834,Nemotron-Mini-4B-Instruct,crass,12,0
3835,Nemotron-Mini-4B-Instruct,crass,13,0
3836,Nemotron-Mini-4B-Instruct,crass,14,0
3837,Nemotron-Mini-4B-Instruct,crass,15,0
3838,Nemotron-Mini-4B-Instruct,crass,16,0
3839,Nemotron-Mini-4B-Instruct,crass,17,0
3840,Nemotron-Mini-4B-Instruct,crass,18,1
3841,Nemotron-Mini-4B-Instruct,crass,19,0
3842,Nemotron-Mini-4B-Instruct,crass,20,3
3843,Nemotron-Mini-4B-Instruct,crass,21,0
3844,Nemotron-Mini-4B-Instruct,crass,22,0
3845,Nemotron-Mini-4B-Instruct,crass,23,2
3846,Nemotron-Mini-4B-Instruct,crass,24,1
3847,Nemotron-Mini-4B-Instruct,crass,25,2
3848,Nemotron-Mini-4B-Instruct,crass,26,0
3849,Nemotron-Mini-4B-Instruct,crass,27,0
3850,Nemotron-Mini-4B-Instruct,crass,28,0
3851,Nemotron-Mini-4B-Instruct,crass,29,0
3852,Nemotron-Mini-4B-Instruct,crass,30,0
3853,Nemotron-Mini-4B-Instruct,crass,31,2
3854,Nemotron-Mini-4B-Instruct,crass,32,0
3855,Nemotron-Mini-4B-Instruct,crass,33,0
3856,Nemotron-Mini-4B-Instruct,crass,34,0
3857,Nemotron-Mini-4B-Instruct,crass,35,0
3858,Nemotron-Mini-4B-Instruct,crass,36,0
3859,Nemotron-Mini-4B-Instruct,crass,37,0
3860,Nemotron-Mini-4B-Instruct,crass,38,0
3861,Nemotron-Mini-4B-Instruct,crass,39,0
3862,Nemotron-Mini-4B-Instruct,crass,40,0
3863,Nemotron-Mini-4B-Instruct,crass,41,0
3864,Nemotron-Mini-4B-Instruct,crass,42,0
3865,Nemotron-Mini-4B-Instruct,crass,43,0
3866,Nemotron-Mini-4B-Instruct,crass,44,0
3867,Nemotron-Mini-4B-Instruct,crass,45,0
3868,Nemotron-Mini-4B-Instruct,crass,46,0
3869,Nemotron-Mini-4B-Instruct,crass,47,0
3870,Nemotron-Mini-4B-Instruct,crass,48,0
3871,Nemotron-Mini-4B-Instruct,crass,49,0
3872,Nemotron-Mini-4B-Instruct,crass,50,0
3873,Nemotron-Mini-4B-Instruct,crass,51,0
3874,Nemotron-Mini-4B-Instruct,crass,52,3
3875,Nemotron-Mini-4B-Instruct,crass,53,0
3876,Nemotron-Mini-4B-Instruct,crass,54,1
3877,Nemotron-Mini-4B-Instruct,crass,55,0
3878,Nemotron-Mini-4B-Instruct,crass,56,0
3879,Nemotron-Mini-4B-Instruct,crass,57,0
3880,Nemotron-Mini-4B-Instruct,crass,58,0
3881,Nemotron-Mini-4B-Instruct,crass,59,1
3882,Nemotron-Mini-4B-Instruct,crass,60,1
3883,Nemotron-Mini-4B-Instruct,crass,61,2
3884,Nemotron-Mini-4B-Instruct,crass,62,0
3885,Nemotron-Mini-4B-Instruct,crass,63,0
3886,Nemotron-Mini-4B-Instruct,crass,64,1
3887,Nemotron-Mini-4B-Instruct,crass,65,1
3888,Nemotron-Mini-4B-Instruct,crass,66,0
3889,Nemotron-Mini-4B-Instruct,crass,67,0
3890,Nemotron-Mini-4B-Instruct,crass,68,0
3891,Nemotron-Mini-4B-Instruct,crass,69,0
3892,Nemotron-Mini-4B-Instruct,crass,70,0
3893,Nemotron-Mini-4B-Instruct,crass,71,0
3894,Nemotron-Mini-4B-Instruct,crass,72,0
3895,Nemotron-Mini-4B-Instruct,crass,73,0
3896,Nemotron-Mini-4B-Instruct,crass,74,0
3897,Nemotron-Mini-4B-Instruct,crass,75,0
3898,Nemotron-Mini-4B-Instruct,crass,76,0
3899,Nemotron-Mini-4B-Instruct,crass,77,1
3900,Nemotron-Mini-4B-Instruct,crass,78,2
3901,Nemotron-Mini-4B-Instruct,crass,79,0
